N,P,K,temperature,humidity,ph,rainfall,label,season,soil type,state
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea,Rabi,clay,Tamil Nadu
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,Rabi,clay,Uttar Pradesh
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,Rabi,sandy,Punjab
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,Rabi,red,Karnataka
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,Rabi,sandy,Karnataka
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea,Rabi,black,Punjab
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Rabi,loamy,Uttar Pradesh
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,Rabi,loamy,Punjab
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,Rabi,loamy,Tamil Nadu
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea,Rabi,loamy,Maharashtra
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,Rabi,red,Tamil Nadu
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,Rabi,red,Karnataka
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,Rabi,clay,Karnataka
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,Rabi,loamy,Uttar Pradesh
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,Rabi,black,Uttar Pradesh
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,Rabi,red,Punjab
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,Rabi,black,Karnataka
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,Rabi,loamy,Punjab
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,Rabi,clay,Punjab
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,Rabi,clay,Maharashtra
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,Rabi,black,Karnataka
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,Rabi,black,Karnataka
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,Rabi,clay,Punjab
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,Rabi,loamy,Karnataka
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans,Rabi,black,Tamil Nadu
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,Rabi,clay,Uttar Pradesh
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans,Rabi,black,Karnataka
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,Rabi,loamy,Punjab
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,Rabi,black,Uttar Pradesh
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,Rabi,sandy,Tamil Nadu
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,Rabi,red,Punjab
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,Rabi,red,Tamil Nadu
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,Rabi,loamy,Punjab
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans,Rabi,black,Uttar Pradesh
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,Rabi,black,Karnataka
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,Rabi,clay,Uttar Pradesh
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,Rabi,red,Punjab
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,Rabi,red,Uttar Pradesh
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans,Rabi,loamy,Uttar Pradesh
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,Rabi,black,Maharashtra
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,Rabi,sandy,Tamil Nadu
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,Rabi,red,Tamil Nadu
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,Rabi,clay,Punjab
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,Rabi,red,Maharashtra
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,Rabi,black,Maharashtra
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans,Rabi,clay,Punjab
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,Rabi,black,Uttar Pradesh
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,Rabi,clay,Punjab
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans,Rabi,sandy,Maharashtra
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans,Rabi,sandy,Tamil Nadu
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans,Rabi,loamy,Tamil Nadu
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,Rabi,loamy,Maharashtra
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,Rabi,clay,Punjab
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans,Rabi,sandy,Maharashtra
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,Rabi,black,Tamil Nadu
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans,Rabi,clay,Maharashtra
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,Rabi,clay,Karnataka
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,Rabi,clay,Maharashtra
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,Rabi,loamy,Punjab
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans,Rabi,black,Uttar Pradesh
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans,Rabi,loamy,Maharashtra
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,Rabi,clay,Maharashtra
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,Rabi,clay,Punjab
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans,Rabi,sandy,Punjab
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans,Rabi,red,Maharashtra
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans,Rabi,sandy,Karnataka
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans,Rabi,clay,Uttar Pradesh
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans,Rabi,sandy,Uttar Pradesh
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans,Rabi,clay,Uttar Pradesh
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans,Rabi,black,Punjab
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans,Rabi,loamy,Tamil Nadu
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans,Rabi,sandy,Punjab
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans,Rabi,black,Uttar Pradesh
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans,Rabi,clay,Karnataka
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans,Rabi,sandy,Tamil Nadu
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans,Rabi,black,Uttar Pradesh
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,Rabi,loamy,Tamil Nadu
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans,Rabi,sandy,Tamil Nadu
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans,Rabi,clay,Tamil Nadu
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans,Rabi,loamy,Karnataka
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans,Rabi,red,Tamil Nadu
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans,Rabi,black,Tamil Nadu
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans,Rabi,black,Punjab
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans,Rabi,sandy,Tamil Nadu
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans,Rabi,sandy,Tamil Nadu
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans,Rabi,loamy,Maharashtra
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans,Rabi,loamy,Punjab
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,Rabi,loamy,Karnataka
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans,Rabi,sandy,Maharashtra
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans,Rabi,black,Punjab
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans,Rabi,black,Tamil Nadu
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans,Rabi,red,Uttar Pradesh
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans,Rabi,clay,Karnataka
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans,Rabi,clay,Tamil Nadu
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,Rabi,sandy,Punjab
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans,Rabi,clay,Maharashtra
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans,Rabi,loamy,Punjab
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans,Rabi,loamy,Uttar Pradesh
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans,Rabi,sandy,Uttar Pradesh
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,Rabi,sandy,Uttar Pradesh
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,Rabi,sandy,Karnataka
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,Rabi,sandy,Punjab
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,Rabi,black,Punjab
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,Rabi,black,Maharashtra
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans,Rabi,sandy,Tamil Nadu
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,Rabi,loamy,Tamil Nadu
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans,Rabi,sandy,Karnataka
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,Rabi,loamy,Maharashtra
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,Rabi,red,Uttar Pradesh
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,Rabi,clay,Maharashtra
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,Rabi,red,Punjab
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,Rabi,red,Punjab
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans,Rabi,loamy,Karnataka
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,Rabi,clay,Punjab
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,Rabi,red,Punjab
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,Rabi,loamy,Tamil Nadu
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,Kharif,clay,Punjab
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,Kharif,red,Punjab
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,Kharif,red,Punjab
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas,Kharif,clay,Punjab
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas,Kharif,black,Maharashtra
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,Kharif,red,Tamil Nadu
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas,Kharif,red,Uttar Pradesh
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas,Kharif,black,Maharashtra
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,Kharif,sandy,Maharashtra
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,Kharif,clay,Uttar Pradesh
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,Kharif,black,Karnataka
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas,Kharif,sandy,Uttar Pradesh
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas,Kharif,sandy,Uttar Pradesh
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas,Kharif,red,Punjab
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,Kharif,loamy,Tamil Nadu
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,Kharif,red,Tamil Nadu
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,Kharif,red,Punjab
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,Kharif,red,Punjab
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas,Kharif,red,Uttar Pradesh
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,Kharif,sandy,Uttar Pradesh
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,Kharif,black,Karnataka
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas,Kharif,clay,Maharashtra
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,Kharif,clay,Punjab
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,Kharif,clay,Karnataka
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas,Kharif,red,Karnataka
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,Kharif,clay,Karnataka
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,Kharif,sandy,Karnataka
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,Kharif,red,Karnataka
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,Kharif,sandy,Tamil Nadu
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas,Kharif,clay,Maharashtra
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas,Kharif,clay,Karnataka
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,Kharif,loamy,Maharashtra
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,Kharif,clay,Punjab
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas,Kharif,sandy,Punjab
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,Kharif,loamy,Uttar Pradesh
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,Kharif,red,Karnataka
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,Kharif,sandy,Punjab
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,Kharif,clay,Punjab
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,Kharif,sandy,Tamil Nadu
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas,Kharif,clay,Uttar Pradesh
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas,Kharif,loamy,Uttar Pradesh
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,Kharif,clay,Karnataka
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,Kharif,loamy,Uttar Pradesh
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,Kharif,red,Punjab
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,Kharif,clay,Karnataka
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas,Kharif,sandy,Uttar Pradesh
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,Kharif,clay,Maharashtra
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas,Kharif,loamy,Punjab
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,Kharif,black,Maharashtra
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas,Kharif,red,Karnataka
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,Kharif,black,Maharashtra
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,Kharif,red,Karnataka
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas,Kharif,black,Punjab
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas,Kharif,red,Maharashtra
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,Kharif,sandy,Tamil Nadu
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,Kharif,black,Tamil Nadu
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas,Kharif,clay,Tamil Nadu
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas,Kharif,clay,Uttar Pradesh
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,Kharif,red,Uttar Pradesh
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas,Kharif,loamy,Karnataka
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas,Kharif,sandy,Punjab
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas,Kharif,black,Tamil Nadu
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,Kharif,black,Punjab
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,Kharif,loamy,Uttar Pradesh
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,Kharif,sandy,Karnataka
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas,Kharif,red,Karnataka
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas,Kharif,red,Karnataka
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas,Kharif,sandy,Tamil Nadu
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,Kharif,clay,Maharashtra
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas,Kharif,red,Karnataka
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas,Kharif,loamy,Karnataka
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,Kharif,red,Karnataka
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,Kharif,black,Karnataka
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas,Kharif,black,Tamil Nadu
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas,Kharif,sandy,Karnataka
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,Kharif,red,Punjab
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,Kharif,clay,Karnataka
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,Kharif,sandy,Maharashtra
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,Kharif,black,Maharashtra
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas,Kharif,loamy,Tamil Nadu
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas,Kharif,red,Karnataka
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,Kharif,red,Karnataka
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,Kharif,loamy,Maharashtra
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,Kharif,loamy,Punjab
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,Kharif,clay,Maharashtra
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas,Kharif,black,Uttar Pradesh
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,Kharif,black,Tamil Nadu
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,Kharif,black,Uttar Pradesh
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas,Kharif,clay,Tamil Nadu
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,Kharif,sandy,Maharashtra
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,Kharif,sandy,Punjab
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,Kharif,sandy,Karnataka
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,Kharif,black,Uttar Pradesh
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas,Kharif,clay,Maharashtra
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,Kharif,loamy,Maharashtra
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas,Kharif,loamy,Punjab
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,Kharif,clay,Karnataka
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas,Kharif,clay,Punjab
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas,Kharif,sandy,Uttar Pradesh
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,Kharif,red,Maharashtra
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,Kharif,sandy,Karnataka
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,Kharif,clay,Karnataka
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,mothbeans,Kharif,black,Punjab
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,Kharif,loamy,Tamil Nadu
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,Kharif,black,Maharashtra
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,Kharif,clay,Uttar Pradesh
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,Kharif,red,Tamil Nadu
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,Kharif,clay,Maharashtra
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,Kharif,red,Uttar Pradesh
